SFinal,TipoDes,ExG,GEtario,Sexo,BTRV,BFA,BFPT,BPDT,NEdu,MáxNFPT,OcuEco,TipoBIE,EISUN,PSS,TipoASS,Pareja,Hijos,Gfam,TipoVivienda,SerPúb,RegSalud
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Aporte habilidades Especiales,No,1,2,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,ELN,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,1,2,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Aporte habilidades Especiales,No,1,2,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Semicalificado,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Aporte habilidades Especiales,No,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Tecnológico,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Tecnológico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Semicalificado,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Multiplicar Conocimiento,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Operario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,No,0,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,Sí,0,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,1,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,2,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Multiplicar Conocimiento,Sí,2,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,AUC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Tecnológico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,2,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,3,4,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,2,5,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,3,5,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Recuperación Ambiental,Sí,3,5,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,Sí,No,No,Sí,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,4,6,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico Profesional,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Aporte habilidades Especiales,Sí,6,8,Casa,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa-Lote,Sí,C - CONTRIBUTIVO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Alfabetización,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,No,0,1,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Generación de espacios,Sí,0,2,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,3,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Operario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Alfabetización,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,3,5,Cuarto(s),Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Otro tipo de vivienda ,Sí,C - CONTRIBUTIVO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,Tecnológico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Multiplicar Conocimiento,No,0,1,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Acompañar Salud y Aliment,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Acompañar Salud y Aliment,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Alfabetización,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Generación de espacios,No,0,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,1,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,No,1,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,1,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,1,2,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,Sí,No,No,Sí,Básica Secundaria,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,1,2,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Sin Nivel,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,No,0,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Secundaria,Operario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Acompañar Salud y Aliment,Sí,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,EPL,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,No,2,3,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Semicalificado,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,4,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Acompañar Salud y Aliment,Sí,1,4,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,Técnico,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Generación de espacios,Sí,1,4,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,4,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,2,4,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Recuperación Ambiental,Sí,2,4,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,No,3,4,Casa,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,3,4,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,3,5,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Recuperación Ambiental,Sí,3,5,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,3,5,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,6,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,4,6,Casa,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,Sí,No,No,Sí,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,0,1,Cuarto(s),No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,1,3,Cuarto(s),No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,Sí,1,3,Finca,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Aporte habilidades Especiales,No,0,1,Otro tipo de vivienda ,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,3,Otro tipo de vivienda ,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,2,4,Otro tipo de vivienda ,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,2,5,Otro tipo de vivienda ,No,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Rancho,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,3,Vivienda (casa) indígena,No,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Aporte habilidades Especiales,Sí,0,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Especialización Técnica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Generación de espacios,Sí,0,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,0,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,No,1,2,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Aporte habilidades Especiales,No,1,3,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Recuperación Ambiental,Sí,1,3,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Primaria,Complementario,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,0,4,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,ELN,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,No Aplica,No Aplica,Posee Certif Ser Soc,Recuperación Ambiental,Sí,0,4,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Semicalificado,Sector Informal,Plan de Negocio,Cerrado,Posee Certif Ser Soc,Embeller Esp Pub,Sí,2,4,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Femenino,No,No,No,No,Bachiller,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Multiplicar Conocimiento,Sí,2,4,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Bachiller,Complementario,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,Sí,1,6,Apartamento,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,Técnico,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,Sí,S - SUBSIDIADO
Exito,Individual,FARC,Entre 26 y 40 años,Masculino,No,No,No,No,Básica Secundaria,No Aplica,Sector Informal,Plan de Negocio,En Funcionamiento,Posee Certif Ser Soc,Embeller Esp Pub,No,0,1,Casa,Sí,S - SUBSIDIADO
